sentence,nouns,adjectives
"신한카드앱 잘 사용하고 있었는데, 갑자기 통합 개판치더니 기존 신한카드앱에서 앱카드 초기화 되어 있네요.","['앱', '사용', '통합', '개판', '기존', '앱', '앱', '카드', '초기']",[]
다시 카드 등록 인증 하라고요?,"['카드', '등록', '인증']",[]
아무런 안내도 없이 이게 뭡니까.,['안내'],[]
"기존 신한앱카드 정보 초기화 짜증 나지만, 신한 슈퍼SOL 앱카드 등록 후 결제하니 ""신한 슈퍼SOL에서 이용할 수 없는 코드입니다."" 참 가지가지 한다.","['기존', '앱', '카드', '정보', '초기', '화', '짜증', '신', '슈퍼', '앱', '카드', '등록', '후', '결제', '신', '슈퍼', '이용', '코드', '가지가지']",['없다']
초기화 된 신한카드 앱에 다시 카드 등록하고 진행 하겠음!,"['초기', '앱', '카드', '등록', '진행']",[]
이 앱의 존재이유는 뭡니까???,"['앱', '존재', '이유']",[]
이거 왜 만들었어요?,[],[]
도대체 신한은행 어플은 몇개를 써야되나요?,['어플'],[]
기존꺼에서 업데이트하면 안되나요?,"['기존', '업데이트']",[]
왜이렇게 어플을 새로 만들어서 고객들 머리아프게 하시나요?,"['어플', '고객', '머리']",['아프다']
쏠야구 관련만해도 솔뱅크는되고 슈퍼솔은 안되는게 있고~~ 6월부터 포인트 받는게 몇가지 안되는게있어서 버티다가 설치하긴했는데 모든 기능을 다 가져온것도 아니라서 두개 다 써야되니까 너무 불편하고 짜증납니다.,"['야구', '관련', '솔', '뱅크', '슈퍼', '솔', '포인트', '설치', '기능', '불편', '짜증']",[]
어제까지 쏠뱅크 앱에서 슈퍼쏠 들어가서 만보걷기 사용하다가 슈퍼쏠로 전환하면 1000포인트 준다고해서 전환하기 눌렀더니 걸음수가 안뜨고 걸음수 확인하기 누르면 슈퍼쏠 설치하기가 뜨네요.포인트 안받고 전환 안하고싶어요,"['어제', '뱅크', '앱', '슈퍼쏠', '걷기', '사용', '슈퍼쏠', '전환', '포인트', '전환', '걸음', '수', '걸음', '수', '확인', '슈퍼', '설치', '포인트', '전환']",[]
자꾸 보안키패드를 준비하지 못했다고 알람창이 뜨면서 로그인을 못해요 며칠째 앱사용을 못하고있어요,"['보안', '키', '패드', '준비', '알람', '창', '로그인', '며칠', '앱', '사용']",[]
"엉망인 상태, 매일 재가입 해야됨, 모바일 otp 인증이 웹과 연결 안됨.","['엉망', '가입', '모바일', '인증', '웹', '연결']",[]
이체를 모바일에서 하려고 보니 기존 앱의 즐겨찾는 계좌정보가 연결 안된다는 사실.,"['이체', '모바일', '기존', '앱', '계좌', '정보', '연결']",[]
그래서 그 많은 계좌번호를 다시 찾아야됨.,"['계좌', '번호']",['많다']
당분간 깔지 마시고 기존 것 이용하세요.,"['기존', '이용']",[]
관계자분들 일 좀 하세요.,"['관계자', '일']",[]
접속시 불편(인증확인)함~재등록시 역시 복잡(본인확인시 패스)함 개선요망,"['접속', '불편', '인증', '확인', '등록', '본인', '확인', '패스', '함', '개선', '요망']",[]
통합앱이라고 되어있지만 각자 앱으로만 가능한 것도 있어서 하나로 해결이 안됨,"['통합', '앱', '앱', '가능', '해결']",[]
앱이 깔리지 않습니다 계속 기다리다 짜증이나 리뷰 올립니다.,"['앱', '짜증', '리뷰']",[]
"몇분째 기다렸고 취소도 안되는데, 보니 제 폰 문제도 아닙니다.","['취소', '폰', '문제']",[]
앱이 왜 안 깔리는지 이유라도 알았으면 좋겠네요,"['앱', '이유']",['좋다']
모든거 통합기능이면 솔페이 pc결제도 가능하게 되어야하는 것 같습니다.,"['통합', '기능', '솔', '페이', '결제', '가능']",['같다']
"증권사앱은 제외하더라도 super sol로 만들었으면 신한은행, 카드, 페이앱은 통합되어 이 어플에서 다 쓸수있어야하지읺을까요?","['증권사', '앱', '제외', '카드', '페이', '앱', '통합', '어플', '읺']",['있다']
결국 모든 어플을 깔게되니 너무 불쾌합니다...,"['어플', '불쾌']",[]
계좌이체시 추가이체 기능은 왜 없앤겁니까 어플 기능이 과거형보다 못하네요 이럴거면 왜 만든건가요?,"['계좌', '이체', '추가', '이체', '기능', '어플', '기능', '과거']",[]
신한은행앱 잘 쓰고 있었는데 이 앱 시작하니까 갑자기 신한 인증서 새로 발급해야한다고 해서 발급했더니 다시 실행할때 이번에는 휴대폰이 다르다면서 또 발급시킴 ㅡㅡ 발급 후에 신한은행앱을 실행하니까 인증서가 다르다고 또 발급시키길래 짜증나서 꺼버렸네요.,"['앱', '앱', '시작', '신', '인증서', '발급', '발급', '실행', '때', '이번', '휴대폰', '발급', '발급', '후', '앱', '실행', '인증서', '발급', '짜증']","['다르다', '다르다']"
앱마다 인증서 따로 쓰나요?,"['앱', '인증서']",[]
통합이라고 하면서도 은행 중 중요업무는 결국 기존 신한은행 앱을 이용할 수밖에 없게 만들고 두 프로그램 사이의 충돌로 결국 슈퍼솔을 사용할 수 없게 만들고; 어설픈 통합은 오히려 독입니다.,"['통합', '은행', '중요', '업무', '기존', '앱', '이용', '프로그램', '사이', '충돌', '결국', '슈퍼', '솔', '사용', '통합', '독']","['없다', '없다', '어설프다']"
재미도 있고 한눈에 여러 정보를 한꺼번에 조회 가능하니 실용적...,"['재미', '한눈', '정보', '조회', '가능', '실용']",[]
앱이 하루에도 몇번씩 죽어요.,"['앱', '하루']",[]
사용중이 아닐 때 도 뜬금없이 수시로 죽는데 백그라운드에서 죽는 거 좀 안정화 해주세요.,"['사용', '때', '그라운드', '안정']",[]
죽어 나가는 이력 엄청 쌓이고 있을텐데 대응 안하나요?,"['이력', '대응']",[]
4일간 가입한 회원에게 쿠폰이랑 신한포인트 선물지급 한다고해서 바쁜시간 쪼개 설치하고 가입진행하려했드만 계속 신한인증서만을 요구하네요.,"['가입', '회원', '쿠폰', '신', '포인트', '선물', '지급', '시간', '설치', '가입', '진행', '신', '인증서', '요구']",['바쁘다']
"난 아직 구 공동인증서만 쓰는데, 왜 신한인증서만 강요하는지?","['공동', '인증서', '신', '인증서', '강요']",[]
황당해서 가입진행을 중단하고 슈퍼sol 어플은 다시 삭제합니다.,"['가입', '진행', '중단', '슈퍼', '어플', '삭제']",[]
신한인증서 없으면 어플자체를 쓰지도 못하게 해놨군요?,"['신', '인증서', '어플', '자체']",['없다']
..,[],[]
못쓰게 하면 안써야겠네요..;; 열심히 홍보하세요~,['홍보'],[]
앱카드 등록을 할 수가 없습니다.,"['앱', '카드', '등록']",['없다']
다른 앱은 안 이러던데 이 앱은 앱카드 등록을 위해 인증 전화 연결이 되면 강제 종료됩니다...,"['앱', '앱', '앱', '카드', '등록', '인증', '전화', '연결', '강제', '종료']",[]
앱카드 등록이 안 돼서 그냥 카드 정보 치고 ars 전화를 받아서 결제를 하는데 그 과정에서도 앱이 갑자기 종료됩니다 오류도 많고 앱이 불안정합니다,"['앱', '카드', '등록', '카드', '정보', '전화', '결제', '과정', '앱', '종료', '오류', '앱', '안정']",['많다']
그냥 기본 신한이랑 차이점이라면 기본 앱은 계좌관리가 중점이면 Sol은 입출금을 실시간 알림으로 알 수 있고 내부 계산기도 있고 가시성도 좋은데 바뀐 이후론 그냥 신한앱이랑 이거랑 차이가 뭔지 모르겠음 그냥 단순 입출금 관리만 신경쓰면 됬던게 너무 복잡해졌고 기본 신한앱도 sol인데 이거나 그거나 차이를 모르겠음.,"['기본', '차이점', '기본', '앱', '계좌', '관리', '중점', '입출금', '실시간', '알림', '내부', '계산기', '가시', '이후', '앱', '차이', '단순', '입출금', '관리', '신경', '기본', '앱', '차이']","['있다', '좋다']"
적금가입시 설명서 확대도 안되서 읽을수도 없는데 뭐하러 넣어놓은건지??,"['적금', '가입', '설명서', '확대']",['없다']
읽을수도 없는데 동의는 하라그러고.,['동의'],['없다']
신한쏠에서 하던걸 고대로 가져왔네?,[],[]
읽을수 없게 만들거면 넣지를 말아요.,[],['없다']
넣을거면 읽을수 있게하던가.,[],['있다']
형식적으로 동의받으려 하지말고 읽을수 있게하는게 그리 어려워요???,"['형식', '동의']",['있다']
출시당시에는 폰이 오래되서 안되었는데 s24바꾸고 설치후 홈앤쇼핑에서 결제를하는데 어플 연결이 안됩니다 배민에서도 어쩔땐 되고 어쩔땐 안되고 그래요 기존 신한 sol 은 잘되네요..결국 구)신한 sol 재설치 했습니다 처음엔 휴대폰 방화벽이나 보안문제인줄 알았습니다 앱 정비 하셔야겠습니다,"['출시', '당시', '설치', '후', '홈', '앤', '쇼핑', '결제', '어플', '연결', '때', '때', '기존', '구신', '설치', '처음', '휴대폰', '방화벽', '보안', '문제', '앱', '정비']",[]
진짜 속터지네요 ARS인증 다 하고 카드 등록까지 했는데 다시 로그인하라고 무한반복 ㅡ ㅡ 앱도 잘 안열리고 속터집니다 기존 솔 잘쓰고 있었는데 이거 깔으라고해서 잘쓰던것도 지웠더니 둘 다 로그인 안되서 돌아버려요 진짜 앱을 이따위로 만들어놔서 진짜 갑자기 카드내역 입출금내역 알림도 못받고 결제도 못하고 어쩌라는거냐고 대체,"['속', '인증', '카드', '등록', '로그인', '무한', '반복', '앱', '속', '기존', '솔', '로그인', '앱', '카드', '내역', '입출금', '내역', '알림', '결제']",[]
통합된건 좋은데요.,['통합'],['좋다']
아래 내용 반영해주세요.,"['아래', '내용', '반영']",[]
1.,[],[]
계좌이체쪽에서 자주쓰는계좌 기능이 없어졌어요.,"['계좌', '이체', '계좌', '기능']",['없다']
이체할때는 이전버전 쓰고 있어요 2.,"['이체', '때', '이전', '버전']",[]
카드쪽에선 이번달에 사용한 금액은 나오는데 이번달 결제예정 금액 조회가 안됩니다.,"['카드', '이번', '달', '사용', '금액', '이번', '달', '결제', '예정', '금액', '조회']",[]
솔페이에는 둘다 나와요,['페이'],[]
기존 신한솔뱅크 어플처럼 입출금 내역별로 메모 작성할 수 있는 기능은 없는건가요?,"['기존', '뱅크', '어플', '입출금', '내역', '메모', '작성', '기능']","['있다', '없다']"
"메모기능을 항상 사용했는데, 슈퍼솔로 바꾸고 나서는 메모기능 사용을 못하고있어 불편하네요.","['메모', '기능', '사용', '슈퍼', '솔', '메모', '기능', '사용', '불편']",[]
메모 기능있다면 안내 부탁드립니다.,"['메모', '기능', '안내', '부탁']",['있다']
"쏠뱅크, 쏠페이, 쏠라이프, 쏠비즈, 신한증권, 프리미엄쿠폰 등 신한은행 그룹 관련 앱만 6개나 깔았는데 이걸 또 깔아야되는 이유를 모르겠네요.","['뱅크', '쏠페이', '라이프', '비즈', '신', '증권', '프리미엄', '쿠폰', '그룹', '관련', '앱', '이유']",[]
기존 앱에 익숙해질라하면 업데이트란 미명하에 계속 UI가 바뀌어 불편하게하더니 슈퍼쏠은 계속 쏠뱅크와 쏠페이를 왔다갔다 해야해서 더 불편합니다.,"['기존', '앱', '업데이트', '미명', '불편', '슈퍼', '뱅크', '쏠페이', '불편']",[]
은행 관계자들도 직접 사용 해보고 고객 입장에서 개발 좀 합시다.,"['은행', '관계자', '사용', '고객', '입장', '개발']",[]
이거 설치 유도하는 이유가 뭔가요?,"['설치', '유도', '이유']",[]
어차피 각 해당 기능 이용하려면 신한뱅크 신한카드 다 설치해서 들어가야되는데 귀찮아요.,"['해당', '기능', '이용', '뱅크', '설치']",['귀찮다']
한 어플 내에서 다 해결되는 것도 아니고 까는건 여러개 기능은 다 제 각각ㅠㅠ,"['어플', '해결', '기능']",[]
"신한은행 그전 알리미앱이 더 좋았습니다 간단하게 입출금 및 카드결제 확인 되던걸 아예 싹 뒤엎어 놓고는 사용하기 힘들게 해놨네요 사용하면 할수록 이 앱 출시한 신한에 대해 뭘 위해서 만들었는지 묻고 싶습니다 만들어서 출시할거면 제대로 만들어 출시하시지 기존앱들에서 유용하게 쓰던 기능들은 다 없애고 정보확인 못하게 막아놓은거 같습니다 한마디로 개판입니다 욕밖에 안나옵니다 그리고 업뎃하고 기존 알리미 기능만 쓰겠다고하니 거래=> 전체 나, 거래=> 은행 정보는 뜨면서, 거래=> 카드 드가면 왜 정보가 뜨지도 않고 (받은 알림이 없어요 )만 뜨고!!","['그전', '알리미', '앱', '입출금', '카드', '결제', '확인', '사용', '사용', '앱', '출시', '출시', '출시', '기존', '앱', '유용', '기능', '정보', '확인', '마디', '개판', '욕', '업뎃', '기존', '알리미', '기능', '거래', '전체', '거래', '은행', '정보', '거래', '카드', '정보']","['좋다', '간단하다', '힘들다', '같다', '없다']"
머 이런 정신나간앱 만들시간에 원래 s 알리미 앱 돌려놔요 역겨우니까,"['정신', '앱', '시간', '원래', '알리미', '앱']",[]
너무 불편함 신한카드앱 대체 왜 없앴나요?,"['불편', '앱']",[]
할부결제한거 일부선결제 해야하는데 대체 그항목은 어딜가야 찾을 수 있는거냐구요 고객센터 문의없이 바로 찾을 수 있는 항목이어야 하는거 아닌가요?,"['할부', '결제', '일부', '선', '결제', '항목', '고객', '센터', '문의', '항목']","['있다', '있다']"
은행 카드 묶어서 만든거 솔직히 왜 그랬는지 모르겠고...,"['은행', '카드']",[]
암튼 너무너무 불편하고 쓸데없는거같네요...,['불편'],"['쓸데없다', '같다']"
